# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8986606922361
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.26%     0.26%  fio              [kernel.vmlinux]  [k] update_cfs_group
     0.26%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] evict_pages
     0.26%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.26%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.26%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] shrink_lruvec
     0.26%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] shrink_node
     0.26%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] try_to_free_pages
     0.26%     0.02%  iou-wrk-68042    [kernel.vmlinux]  [k] __schedule
     0.26%     0.02%  iou-wrk-68048    [kernel.vmlinux]  [k] __schedule
     0.26%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.26%     0.26%  iou-wrk-68065    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.26%     0.14%  fio              [kernel.vmlinux]  [k] update_rq_clock
     0.26%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.26%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] schedule
     0.26%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] schedule
     0.26%     0.03%  iou-wrk-68041    [kernel.vmlinux]  [k] __schedule
     0.26%     0.01%  fio              [kernel.vmlinux]  [k] io_prep_async_link
     0.26%     0.05%  iou-wrk-68033    [kernel.vmlinux]  [k] __schedule
     0.26%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.26%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] shrink_node
     0.26%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] try_to_free_pages
     0.26%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] schedule
     0.26%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.26%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.26%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.26%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] shrink_lruvec
     0.26%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] shrink_node
     0.26%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] try_to_free_pages
     0.26%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.26%     0.03%  iou-wrk-68046    [kernel.vmlinux]  [k] __schedule
     0.26%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.26%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] shrink_node
     0.26%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] try_to_free_pages
     0.26%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] evict_pages
     0.26%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.26%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] shrink_lruvec
     0.26%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.26%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.26%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] shrink_node
     0.26%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] try_to_free_pages
     0.25%     0.25%  iou-wrk-68061    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.25%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.25%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] shrink_node
     0.25%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] try_to_free_pages
     0.25%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] evict_pages
     0.25%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.25%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] shrink_node
     0.25%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] try_to_free_pages
     0.25%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] evict_pages
     0.25%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.25%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] shrink_lruvec
     0.25%     0.02%  iou-wrk-68063    [kernel.vmlinux]  [k] __schedule
     0.25%     0.25%  iou-wrk-68058    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.25%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.25%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] evict_pages
     0.25%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.25%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] shrink_lruvec
     0.25%     0.02%  iou-wrk-68052    [kernel.vmlinux]  [k] __schedule
     0.25%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.25%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] shrink_lruvec
     0.25%     0.02%  iou-wrk-68032    [kernel.vmlinux]  [k] __schedule
     0.25%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] evict_pages
     0.25%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.25%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] shrink_lruvec
     0.25%     0.03%  iou-wrk-68069    [kernel.vmlinux]  [k] __schedule
     0.25%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.25%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] shrink_node
     0.25%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] try_to_free_pages
     0.25%     0.25%  iou-wrk-68042    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.25%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __alloc_pages
     0.25%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] evict_pages
     0.25%     0.02%  swapper          [kernel.vmlinux]  [k] _raw_spin_lock
     0.24%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.24%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] shrink_node
     0.24%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] try_to_free_pages
     0.24%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.24%     0.24%  fio              [kernel.vmlinux]  [k] io_prep_async_work
     0.24%     0.24%  iou-wrk-68049    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.24%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] schedule
     0.24%     0.24%  iou-wrk-68055    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.24%     0.02%  iou-wrk-68053    [kernel.vmlinux]  [k] __schedule
     0.24%     0.02%  iou-wrk-68068    [kernel.vmlinux]  [k] __schedule
     0.24%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] schedule
     0.24%     0.23%  iou-wrk-68036    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.24%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.24%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] shrink_lruvec
     0.24%     0.24%  iou-wrk-68047    [kernel.vmlinux]  [k] xas_load
     0.24%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.24%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.24%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] shrink_lruvec
     0.24%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] evict_pages
     0.24%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.24%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] evict_pages
     0.24%     0.24%  iou-wrk-68033    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.24%     0.02%  iou-wrk-68039    [kernel.vmlinux]  [k] __schedule
     0.24%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.24%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] shrink_node
     0.24%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] try_to_free_pages
     0.24%     0.24%  iou-wrk-68068    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.24%     0.24%  iou-wrk-68046    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] evict_pages
     0.23%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.23%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.23%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] shrink_lruvec
     0.23%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] shrink_node
     0.23%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] try_to_free_pages
     0.23%     0.01%  iou-wrk-68032    [kernel.vmlinux]  [k] evict_pages
     0.23%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.23%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] shrink_lruvec
     0.23%     0.23%  iou-wrk-68032    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.23%  iou-wrk-68067    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.02%  iou-wrk-68061    [kernel.vmlinux]  [k] __schedule
     0.23%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.23%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] shrink_node
     0.23%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] try_to_free_pages
     0.23%     0.23%  iou-wrk-68054    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.23%     0.23%  iou-wrk-68041    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.00%  kswapd0          [kernel.vmlinux]  [k] __delete_from_page_cache
     0.23%     0.00%  swapper          [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.23%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.23%     0.22%  fio              [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.23%     0.23%  iou-wrk-68044    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.22%  fio              [kernel.vmlinux]  [k] __calc_delta
     0.23%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] evict_pages
     0.23%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.23%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] shrink_lruvec
     0.23%     0.23%  iou-wrk-68066    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.22%  iou-wrk-68057    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.23%     0.11%  fio              [kernel.vmlinux]  [k] cpumask_next_wrap
     0.22%     0.22%  swapper          [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.22%     0.22%  iou-wrk-68056    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.22%     0.22%  iou-wrk-68040    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.22%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] schedule
     0.22%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.22%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] shrink_node
     0.22%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] try_to_free_pages
     0.22%     0.22%  iou-wrk-68063    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.22%     0.21%  iou-wrk-68044    [kernel.vmlinux]  [k] xas_load
     0.22%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] evict_pages
     0.22%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.22%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] shrink_lruvec
     0.22%     0.01%  iou-wrk-68042    [kernel.vmlinux]  [k] shrink_page_list
     0.21%     0.21%  iou-wrk-68043    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.21%     0.20%  fio              [kernel.vmlinux]  [k] __list_del_entry_valid
     0.21%     0.21%  iou-wrk-68062    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.21%     0.21%  iou-wrk-68038    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.21%     0.21%  iou-wrk-68048    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.21%     0.21%  iou-wrk-68051    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.21%     0.21%  iou-wrk-68060    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.21%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.21%     0.01%  swapper          [kernel.vmlinux]  [k] pick_next_task_fair
     0.20%     0.02%  iou-wrk-68051    [kernel.vmlinux]  [k] __schedule
     0.20%     0.20%  iou-wrk-68059    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.20%     0.20%  iou-wrk-68047    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.20%     0.20%  iou-wrk-68031    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.20%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] do_try_to_free_pages
     0.20%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.20%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] shrink_lruvec
     0.20%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] shrink_node
     0.20%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] try_to_free_pages
     0.20%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] copy_page_to_iter
     0.20%     0.20%  iou-wrk-68035    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.20%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] evict_pages
     0.19%     0.19%  fio              [kernel.vmlinux]  [k] cpuacct_charge
     0.19%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.19%     0.19%  iou-wrk-68068    [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.19%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] copyout
     0.19%     0.19%  iou-wrk-68069    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.19%     0.19%  iou-wrk-68039    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.19%     0.19%  iou-wrk-68064    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.19%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] shrink_page_list
     0.18%     0.00%  fio              [kernel.vmlinux]  [k] syscall_exit_to_user_mode
     0.18%     0.04%  iou-wrk-68063    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.18%     0.01%  fio              [kernel.vmlinux]  [k] exit_to_user_mode_prepare
     0.18%     0.05%  iou-wrk-68055    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.18%     0.16%  fio              [kernel.vmlinux]  [k] __enqueue_entity
     0.18%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.18%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.18%     0.04%  iou-wrk-68058    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.18%     0.00%  kswapd0          [kernel.vmlinux]  [k] xas_store
     0.17%     0.01%  iou-wrk-68070    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.17%     0.04%  iou-wrk-68049    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.17%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] copy_page_to_iter
     0.17%     0.17%  iou-wrk-68053    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.17%     0.01%  iou-wrk-68044    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.17%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.17%     0.02%  swapper          [kernel.vmlinux]  [k] psi_task_switch
     0.17%     0.17%  iou-wrk-68035    [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.17%     0.00%  iou-wrk-68035    [kernel.vmlinux]  [k] copyout
     0.17%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.16%     0.12%  fio              [kernel.vmlinux]  [k] pick_next_entity
     0.16%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.16%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.16%     0.16%  kswapd0          [kernel.vmlinux]  [k] xas_create
     0.16%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.16%     0.01%  kswapd0          [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.16%     0.15%  iou-wrk-68063    [kernel.vmlinux]  [k] xas_load
     0.16%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __remove_mapping
     0.16%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] lru_cache_add
     0.16%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.16%     0.16%  kswapd0          [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.16%     0.16%  fio              [kernel.vmlinux]  [k] resched_curr
     0.16%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.16%     0.10%  iou-wrk-68061    [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.16%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] copy_page_to_iter
     0.16%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.16%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] __pagevec_lru_add
     0.16%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.16%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] shrink_page_list
     0.16%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] shrink_page_list
     0.16%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.16%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] copy_page_to_iter
     0.16%     0.01%  iou-wrk-68052    [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.16%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] shrink_page_list
     0.16%     0.15%  fio              [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.15%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] shrink_page_list
     0.15%     0.15%  iou-wrk-68045    [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.15%     0.14%  fio              [kernel.vmlinux]  [k] io_worker_release
     0.15%     0.04%  iou-wrk-68032    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.15%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] copy_page_to_iter
     0.15%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] copyout
     0.15%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] pick_next_task_fair
     0.15%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] shrink_page_list
     0.15%     0.14%  iou-wrk-68049    [kernel.vmlinux]  [k] xas_load
     0.15%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] shrink_page_list
     0.15%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] shrink_page_list
     0.15%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.06%  iou-wrk-68038    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.15%     0.05%  iou-wrk-68051    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.15%     0.15%  iou-wrk-68036    [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.15%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.03%  iou-wrk-68056    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.15%     0.03%  iou-wrk-68064    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.15%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] shrink_page_list
     0.15%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] lock_page_lruvec_irqsave
     0.15%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.15%  iou-wrk-68061    [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.15%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] copyout
     0.15%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.15%     0.04%  iou-wrk-68066    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.15%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __delete_from_page_cache
     0.15%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.15%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] shrink_page_list
     0.15%     0.00%  iou-wrk-68050    [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.14%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] copyout
     0.14%     0.04%  iou-wrk-68045    [kernel.vmlinux]  [k] filemap_get_read_batch
     0.14%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] __remove_mapping
     0.14%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.14%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] _raw_spin_lock_irq
