# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8473004961970
#
# Children      Self  Command          Shared Object               Symbol                                  
# ........  ........  ...............  ..........................  ........................................
#
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] unlock_page
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] sched_clock
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] put_task_stack
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] switch_ldt
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] inactive_is_low
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] bad_range
     0.00%     0.00%  iou-wrk-3473     [libnvdimm]                 [k] to_nd_region
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] cpuacct_charge
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] current_time
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] add_wait_queue
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] bio_uninit
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] bio_endio
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] bio_endio
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] put_prev_entity
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] css_next_descendant_pre
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __alloc_pages_bulk
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] unlock_page
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] rcu_core
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] rcu_do_batch
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] unlock_page
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] xas_store
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] try_to_del_timer_sync
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] free_unref_page_list
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] fput_many
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] iov_iter_restore
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3446     [libnvdimm]                 [k] to_nd_region
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] ext4_map_blocks
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] sched_clock
     0.00%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] __radix_tree_lookup
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3447     [libnvdimm]                 [k] to_nd_region
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-3448     [libnvdimm]                 [k] to_nd_region
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] page_memcg
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] get_next_freq
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] bio_add_page
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] uncharge_batch
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] current_time
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __mod_lruvec_state
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] page_mapping
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] io_clean_op
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] io_clean_op
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] psi_task_change
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] read_tsc
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] try_charge_memcg
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] put_prev_entity
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] rcu_core
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] rcu_do_batch
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] xa_get_order
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] insert_vmap_area.constprop.0
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] xa_get_order
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] xa_get_order
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] read_tsc
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] ktime_get
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] kfree
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] mempool_free
     0.00%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] unlock_page
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] __count_memcg_events
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] charge_memcg
