# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2379524085286
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.02%     0.02%  fio              [kernel.vmlinux]  [k] update_cfs_rq_h_load
     0.02%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] __hrtimer_run_queues
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] find_busiest_group
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] ktime_get
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.02%     0.01%  iou-wrk-2969     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2969     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-2967     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2973     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.01%  iou-wrk-2984     [kernel.vmlinux]  [k] dequeue_entity
     0.02%     0.00%  iou-wrk-2972     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-2972     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.01%  iou-wrk-2975     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] io_wq_free_work
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] __hrtimer_next_event_base
     0.02%     0.02%  iou-wrk-2978     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.01%  iou-wrk-2979     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2979     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.01%  iou-wrk-2972     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] __rmqueue_pcplist
     0.02%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] get_page_from_freelist
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] hrtimer_next_event_without
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] __mod_node_page_state
     0.02%     0.02%  kcompactd0       [kernel.vmlinux]  [k] __free_one_page
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] free_pcppages_bulk
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] free_unref_page
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] xas_create
     0.02%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] blk_throtl_bio
     0.02%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] xas_create
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] xas_store
     0.02%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.01%  iou-wrk-2981     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.01%  kcompactd0       [kernel.vmlinux]  [k] page_counter_charge
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] mem_cgroup_migrate
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.02%  iou-wrk-2976     [kernel.vmlinux]  [k] dequeue_task
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] read_tsc
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] __delete_from_page_cache
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] __update_load_avg_se
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] __slab_free
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] io_dismantle_req
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.02%  kcompactd0       [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.01%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_enter
     0.02%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] update_min_vruntime
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] enqueue_entity
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] enqueue_task_fair
     0.02%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  kcompactd0       [kernel.vmlinux]  [k] split_map_pages
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] load_new_mm_cr3
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] preempt_schedule_common
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] __softirqentry_text_start
     0.02%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] irq_exit_rcu
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] xas_create
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] workingset_eviction
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] __alloc_pages
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] __remove_mapping
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] evict_pages
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] shrink_lruvec
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] shrink_page_list
     0.02%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] __pagevec_lru_add
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] workingset_refault
     0.02%     0.02%  swapper          [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.01%  iou-wrk-2958     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2984     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-2960     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-2986     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.02%  iou-wrk-2968     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] fput_many
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] unlock_page
     0.02%     0.02%  kswapd0          [kernel.vmlinux]  [k] workingset_update_node
     0.02%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] sysvec_apic_timer_interrupt
     0.02%     0.02%  iou-wrk-2985     [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.02%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-2967     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.02%  iou-wrk-2986     [kernel.vmlinux]  [k] psi_flags_change
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.02%  iou-wrk-2955     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.01%  iou-wrk-2985     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] update_cfs_group
     0.02%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] io_wq_worker_running
     0.02%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] free_unref_page_list
     0.02%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] __switch_to
     0.02%     0.00%  iou-wrk-2949     [kernel.vmlinux]  [k] __io_free_req
     0.02%     0.01%  iou-wrk-2961     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.02%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] lru_cache_add
     0.02%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] atime_needs_update
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-2949     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.02%     0.02%  iou-wrk-2965     [kernel.vmlinux]  [k] io_clean_op
     0.02%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] set_next_entity
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] update_curr
     0.02%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] psi_flags_change
     0.02%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2955     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.01%  iou-wrk-2958     [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] kiocb_done
     0.02%     0.01%  iou-wrk-2963     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.02%     0.01%  iou-wrk-2954     [kernel.vmlinux]  [k] update_rq_clock
     0.02%     0.02%  iou-wrk-2981     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] shrink_node
     0.02%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] try_to_free_pages
     0.02%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.02%     0.02%  iou-wrk-2969     [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.02%     0.01%  iou-wrk-2967     [kernel.vmlinux]  [k] rcu_note_context_switch
     0.02%     0.02%  iou-wrk-2957     [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.02%     0.02%  iou-wrk-2984     [kernel.vmlinux]  [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-2971     [kernel.vmlinux]  [k] reweight_entity
     0.02%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.02%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] update_curr
     0.02%     0.01%  iou-wrk-2975     [kernel.vmlinux]  [k] touch_atime
     0.02%     0.02%  iou-wrk-2966     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] finish_task_switch
     0.02%     0.02%  iou-wrk-2975     [kernel.vmlinux]  [k] selinux_file_permission
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] security_file_permission
     0.02%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] pick_next_entity
     0.02%     0.01%  iou-wrk-2962     [kernel.vmlinux]  [k] lock_timer_base
     0.02%     0.02%  iou-wrk-2977     [kernel.vmlinux]  [k] __calc_delta
     0.02%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] psi_task_change
     0.02%     0.01%  iou-wrk-2977     [kernel.vmlinux]  [k] __cond_resched
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] del_timer_sync
     0.02%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-2953     [kernel.vmlinux]  [k] load_new_mm_cr3
     0.02%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.00%  swapper          [kernel.vmlinux]  [k] cpuidle_governor_latency_req
     0.02%     0.02%  iou-wrk-2947     [kernel.vmlinux]  [k] native_sched_clock
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] sched_clock_cpu
     0.02%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.02%     0.00%  iou-wrk-2947     [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
