# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 897K of event 'cycles'
# Event count (approx.): 95051495853802
#
# Children      Self  Command          Shared Object               Symbol                                                 
# ........  ........  ...............  ..........................  .......................................................
#
     1.13%     0.00%  iou-wrk-3075     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.01%  iou-wrk-3079     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3136     [kernel.vmlinux]            [k] io_read
     1.13%     0.00%  iou-wrk-3087     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] io_read
     1.13%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] io_read
     1.13%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] io_wq_submit_work
     1.13%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3063     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3089     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3075     [kernel.vmlinux]            [k] io_issue_sqe
     1.13%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_worker_handle_work
     1.13%     0.00%  iou-wrk-3089     [kernel.vmlinux]            [k] io_read
     1.13%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3087     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3075     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3063     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.01%  iou-wrk-3119     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3087     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3069     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3074     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3074     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3124     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] io_read
     1.12%     0.01%  iou-wrk-3090     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3074     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.01%  iou-wrk-3096     [kernel.vmlinux]            [k] filemap_read
     1.12%     0.01%  iou-wrk-3140     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.01%  iou-wrk-3121     [kernel.vmlinux]            [k] filemap_read
     1.12%     0.00%  iou-wrk-3086     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.01%  iou-wrk-3108     [kernel.vmlinux]            [k] io_worker_handle_work
     1.12%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3083     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] io_read
     1.12%     0.00%  iou-wrk-3135     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_wq_submit_work
     1.12%     0.00%  iou-wrk-3086     [kernel.vmlinux]            [k] io_issue_sqe
     1.12%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3141     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3072     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3083     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3135     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-3093     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3068     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3112     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3072     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-3139     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3083     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3086     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3081     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3072     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3084     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3068     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3135     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3129     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3111     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3081     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3068     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3084     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3073     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3076     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3081     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3084     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3062     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-3066     [kernel.vmlinux]            [k] io_worker_handle_work
     1.11%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.01%  iou-wrk-3109     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.01%  iou-wrk-3138     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3115     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.01%  iou-wrk-3077     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3085     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] io_wq_submit_work
     1.11%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] io_read
     1.11%     0.01%  iou-wrk-3070     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3085     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] io_issue_sqe
     1.11%     0.01%  iou-wrk-3089     [kernel.vmlinux]            [k] filemap_read
     1.11%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] io_read
     1.11%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] io_worker_handle_work
     1.10%     0.01%  iou-wrk-3100     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3123     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3133     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3101     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3065     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3085     [kernel.vmlinux]            [k] io_read
     1.10%     0.01%  iou-wrk-3128     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3088     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3079     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3075     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3136     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.01%  iou-wrk-3103     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3092     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3114     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3079     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.01%  iou-wrk-3063     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3079     [kernel.vmlinux]            [k] io_read
     1.10%     0.01%  iou-wrk-3118     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3131     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3087     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] io_read
     1.10%     0.00%  iou-wrk-3119     [kernel.vmlinux]            [k] io_read
     1.10%     0.01%  iou-wrk-3110     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3069     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.01%  iou-wrk-3120     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3132     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3069     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.01%  iou-wrk-3078     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3074     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3071     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3069     [kernel.vmlinux]            [k] io_read
     1.10%     0.01%  iou-wrk-3082     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.01%  iou-wrk-3095     [kernel.vmlinux]            [k] filemap_read
     1.10%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] io_issue_sqe
     1.10%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] io_wq_submit_work
     1.10%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.01%  iou-wrk-3105     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3090     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.00%  iou-wrk-3090     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.01%  iou-wrk-3102     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_read
     1.09%     0.01%  iou-wrk-3080     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] io_read
     1.09%     0.00%  iou-wrk-3090     [kernel.vmlinux]            [k] io_read
     1.09%     0.01%  iou-wrk-3107     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3139     [kernel.vmlinux]            [k] io_wq_submit_work
     1.09%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] io_read
     1.09%     0.01%  iou-wrk-3072     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.00%  iou-wrk-3139     [kernel.vmlinux]            [k] io_issue_sqe
     1.09%     0.01%  iou-wrk-3135     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.01%  iou-wrk-3083     [kernel.vmlinux]            [k] filemap_read
     1.09%     0.01%  iou-wrk-3068     [kernel.vmlinux]            [k] filemap_read
