# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 853K of event 'cycles'
# Event count (approx.): 81032972670636
#
# Children      Self  Command          Shared Object       Symbol                                    
# ........  ........  ...............  ..................  ..........................................
#
     1.19%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] filemap_get_pages
     1.16%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] filemap_get_pages
     1.15%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] filemap_get_pages
     1.15%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] filemap_get_pages
     1.14%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] filemap_get_pages
     1.14%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] filemap_get_pages
     1.12%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] filemap_get_pages
     1.11%     0.49%  fio              [kernel.vmlinux]    [k] _raw_spin_lock
     1.06%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.97%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.92%     0.91%  fio              [kernel.vmlinux]    [k] available_idle_cpu
     0.91%     0.02%  fio              [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.83%     0.37%  fio              [kernel.vmlinux]    [k] update_curr
     0.81%     0.00%  swapper          [kernel.vmlinux]    [k] cpuidle_enter
     0.80%     0.01%  swapper          [kernel.vmlinux]    [k] cpuidle_enter_state
     0.80%     0.06%  fio              [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.74%     0.08%  fio              [kernel.vmlinux]    [k] check_preempt_curr
     0.70%     0.00%  swapper          [kernel.vmlinux]    [k] schedule_idle
     0.70%     0.05%  swapper          [kernel.vmlinux]    [k] __schedule
     0.67%     0.00%  kswapd0          [kernel.vmlinux]    [k] kswapd
     0.67%     0.00%  kswapd0          [kernel.vmlinux]    [k] kthread
     0.67%     0.00%  kswapd0          [kernel.vmlinux]    [k] ret_from_fork
     0.67%     0.00%  kswapd0          [kernel.vmlinux]    [k] balance_pgdat
     0.67%     0.00%  kswapd0          [kernel.vmlinux]    [k] shrink_node
     0.66%     0.00%  kswapd0          [kernel.vmlinux]    [k] lru_gen_shrink_lruvec
     0.66%     0.00%  kswapd0          [kernel.vmlinux]    [k] shrink_lruvec
     0.66%     0.03%  kswapd0          [kernel.vmlinux]    [k] evict_pages
     0.64%     0.26%  fio              [kernel.vmlinux]    [k] check_preempt_wakeup
     0.60%     0.60%  fio              [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.57%     0.10%  fio              [kernel.vmlinux]    [k] put_prev_entity
     0.54%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] read_pages
     0.54%     0.07%  fio              [kernel.vmlinux]    [k] sched_clock_cpu
     0.53%     0.01%  iou-wrk-3194     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] read_pages
     0.52%     0.01%  iou-wrk-3234     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] read_pages
     0.52%     0.01%  iou-wrk-3210     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] read_pages
     0.52%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.52%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3209     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3229     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3206     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3208     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3222     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] read_pages
     0.51%     0.26%  fio              [kernel.vmlinux]    [k] reweight_entity
     0.51%     0.01%  iou-wrk-3203     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3218     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3230     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3204     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3225     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3233     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3223     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3227     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3232     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3213     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3220     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3228     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3216     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3214     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3224     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3226     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3221     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3235     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] read_pages
     0.49%     0.01%  iou-wrk-3212     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.49%  swapper          [kernel.vmlinux]    [k] intel_idle
     0.49%     0.01%  iou-wrk-3217     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.23%  fio              [kernel.vmlinux]    [k] psi_task_switch
     0.49%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] read_pages
     0.49%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] read_pages
     0.49%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] read_pages
     0.49%     0.01%  iou-wrk-3219     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-3202     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-3205     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.48%     0.01%  iou-wrk-3215     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.48%     0.11%  fio              [kernel.vmlinux]    [k] set_next_entity
     0.47%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] submit_bio
     0.47%     0.46%  fio              [kernel.vmlinux]    [k] __switch_to_asm
     0.46%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.44%  fio              [kernel.vmlinux]    [k] native_sched_clock
     0.45%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.02%  kswapd0          [kernel.vmlinux]    [k] shrink_page_list
     0.45%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] __submit_bio
