# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 64155171953591
#
# Children      Self  Command          Shared Object       Symbol                                             
# ........  ........  ...............  ..................  ...................................................
#
     1.87%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] filemap_get_pages
     1.85%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] filemap_get_pages
     1.85%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] filemap_get_pages
     1.85%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] filemap_get_pages
     1.85%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] filemap_get_pages
     1.85%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] filemap_get_pages
     1.84%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] filemap_get_pages
     1.83%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] filemap_get_pages
     1.82%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] filemap_get_pages
     1.81%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-2964     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] filemap_get_pages
     1.80%     0.00%  iou-wrk-2935     [kernel.vmlinux]    [k] filemap_get_pages
     1.79%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] filemap_get_pages
     1.78%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] filemap_get_pages
     1.77%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.75%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.74%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.73%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.72%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-2964     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.71%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.70%     0.00%  iou-wrk-2935     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.69%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.62%     0.00%  kswapd0          [kernel.vmlinux]    [k] shrink_inactive_list
     1.58%     0.08%  fio              [kernel.vmlinux]    [k] io_issue_sqe
     1.50%     0.11%  fio              [kernel.vmlinux]    [k] io_read
     1.34%     1.34%  iou-wrk-2946     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.30%     1.30%  iou-wrk-2967     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-2953     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.29%     1.29%  iou-wrk-2941     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.28%     1.28%  iou-wrk-2966     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.28%     1.28%  iou-wrk-2961     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.28%     1.28%  iou-wrk-2947     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-2955     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-2930     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-2949     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-2940     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-2943     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.27%     1.27%  iou-wrk-2938     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2960     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2932     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2956     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2951     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2942     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2959     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2934     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2933     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.26%     1.26%  iou-wrk-2945     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2936     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2954     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2948     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2968     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2939     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2950     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2931     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.25%     1.25%  iou-wrk-2963     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-2957     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-2952     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-2965     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-2958     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-2937     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.24%     1.24%  iou-wrk-2929     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.23%     1.23%  iou-wrk-2935     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.23%     1.23%  iou-wrk-2964     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     1.22%  iou-wrk-2962     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.22%     0.10%  fio              [kernel.vmlinux]    [k] io_setup_async_rw
     1.21%     1.21%  iou-wrk-2944     [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     1.06%     0.17%  fio              [kernel.vmlinux]    [k] __kmalloc
     1.06%     0.03%  fio              [kernel.vmlinux]    [k] ttwu_do_activate
     0.92%     0.01%  iou-wrk-2946     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.90%     0.01%  iou-wrk-2953     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.90%     0.01%  iou-wrk-2967     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.89%     0.01%  iou-wrk-2949     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.89%     0.01%  iou-wrk-2941     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.89%     0.01%  iou-wrk-2951     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.89%     0.01%  iou-wrk-2955     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.89%     0.01%  iou-wrk-2947     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2940     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2966     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2961     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2932     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2942     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2930     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2934     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2938     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2939     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2945     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2956     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2959     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.88%     0.01%  iou-wrk-2943     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2931     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2960     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2933     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2950     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2936     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2963     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.87%     0.01%  iou-wrk-2965     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2954     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2948     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2968     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2952     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2935     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2962     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.86%     0.01%  iou-wrk-2957     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-2937     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-2958     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.85%     0.01%  iou-wrk-2929     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.84%     0.01%  kswapd0          [kernel.vmlinux]    [k] shrink_active_list
     0.84%     0.14%  fio              [kernel.vmlinux]    [k] __sched_text_start
     0.84%     0.01%  iou-wrk-2944     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.84%     0.01%  iou-wrk-2964     [kernel.vmlinux]    [k] _raw_spin_lock_irq
     0.76%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.76%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.75%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.75%     0.04%  fio              [kernel.vmlinux]    [k] __cond_resched
     0.75%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.75%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.75%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.74%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.74%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.74%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.74%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.74%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.74%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.73%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.72%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2935     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.00%  iou-wrk-2964     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.71%     0.02%  fio              [kernel.vmlinux]    [k] preempt_schedule_common
     0.71%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.70%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] add_to_page_cache_lru
     0.69%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] __alloc_pages
     0.69%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.68%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] __alloc_pages
     0.68%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.68%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2964     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] __alloc_pages
     0.67%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
     0.67%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] __alloc_pages_slowpath.constprop.0
