# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2398592790048
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.07%  iou-wrk-3054     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.07%  iou-wrk-3052     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.03%  kswapd0          [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.07%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.07%  iou-wrk-3075     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.01%  kswapd0          [kernel.vmlinux]  [k] xas_init_marks
     0.07%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-3080     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.02%  iou-wrk-3049     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-3081     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] update_curr
     0.06%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3064     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.06%     0.06%  iou-wrk-3064     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  iou-wrk-3070     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.02%  iou-wrk-3087     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.03%  iou-wrk-3065     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] del_timer_sync
     0.06%     0.06%  iou-wrk-3069     [kernel.vmlinux]  [k] xas_load
     0.06%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.06%  iou-wrk-3072     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.06%  iou-wrk-3066     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  iou-wrk-3075     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.06%  iou-wrk-3066     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.05%  fio              [kernel.vmlinux]  [k] rb_insert_color
     0.06%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  fio              [kernel.vmlinux]  [k] kmalloc_slab
     0.06%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.06%     0.00%  fio              [kernel.vmlinux]  [k] task_work_run
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.06%  iou-wrk-3060     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.06%  swapper          [kernel.vmlinux]  [k] __switch_to_asm
     0.06%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.06%  kswapd0          [kernel.vmlinux]  [k] xas_clear_mark
     0.06%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.06%  iou-wrk-3080     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.06%  iou-wrk-3070     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.00%  swapper          [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.06%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.03%  iou-wrk-3086     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.04%  iou-wrk-3083     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.01%  iou-wrk-3059     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.03%  iou-wrk-3061     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.01%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_exit
     0.06%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.01%  iou-wrk-3071     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.06%  iou-wrk-3079     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.06%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.05%  iou-wrk-3058     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  fio              [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.06%     0.03%  iou-wrk-3073     [kernel.vmlinux]  [k] update_curr
     0.06%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.04%  fio              [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.06%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] pick_next_task_fair
     0.05%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.03%  iou-wrk-3072     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.05%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] pick_next_task_fair
     0.05%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] set_next_entity
     0.05%     0.02%  iou-wrk-3068     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] update_curr
     0.05%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.05%     0.05%  iou-wrk-3067     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] pick_next_task_fair
     0.05%     0.02%  fio              [kernel.vmlinux]  [k] migrate_task_rq_fair
     0.05%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] create_io_worker
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] create_worker_cb
     0.05%     0.02%  iou-wrk-3066     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.02%  kswapd0          [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.01%  iou-wrk-3052     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] shrink_page_list
     0.05%     0.01%  iou-wrk-3058     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] _raw_spin_lock
     0.05%     0.00%  kcompactd0       [kernel.vmlinux]  [k] migrate_page
     0.05%     0.00%  kcompactd0       [kernel.vmlinux]  [k] move_to_new_page
     0.05%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3051     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-3073     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.02%  iou-wrk-3055     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.05%     0.00%  iou-wrk-3079     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] io_req_complete_post
     0.05%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] lru_cache_add
     0.05%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_dismantle_req
     0.05%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] __add_to_page_cache_locked
     0.05%     0.05%  iou-wrk-3054     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.05%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] del_timer_sync
     0.05%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] io_assign_current_work
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] import_single_range
     0.05%     0.05%  iou-wrk-3062     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.02%  iou-wrk-3086     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.05%  iou-wrk-3087     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] set_next_entity
     0.05%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] __io_free_req
