# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32981024708691
#
# Children      Self  Command          Shared Object       Symbol                                               
# ........  ........  ...............  ..................  .....................................................
#
     0.82%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] io_wq_submit_work
     0.82%     0.32%  fio              [kernel.vmlinux]    [k] check_preempt_wakeup
     0.82%     0.05%  iou-wrk-3177     [kernel.vmlinux]    [k] filemap_read
     0.82%     0.01%  iou-wrk-3154     [kernel.vmlinux]    [k] io_read
     0.82%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] io_issue_sqe
     0.82%     0.04%  iou-wrk-3166     [kernel.vmlinux]    [k] filemap_read
     0.81%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] io_read
     0.81%     0.05%  iou-wrk-3159     [kernel.vmlinux]    [k] filemap_read
     0.81%     0.05%  iou-wrk-3140     [kernel.vmlinux]    [k] filemap_read
     0.81%     0.05%  iou-wrk-3145     [kernel.vmlinux]    [k] filemap_read
     0.81%     0.04%  iou-wrk-3158     [kernel.vmlinux]    [k] filemap_read
     0.80%     0.04%  iou-wrk-3176     [kernel.vmlinux]    [k] filemap_read
     0.80%     0.04%  iou-wrk-3142     [kernel.vmlinux]    [k] filemap_read
     0.79%     0.04%  iou-wrk-3156     [kernel.vmlinux]    [k] filemap_read
     0.79%     0.04%  iou-wrk-3148     [kernel.vmlinux]    [k] filemap_read
     0.79%     0.04%  iou-wrk-3143     [kernel.vmlinux]    [k] filemap_read
     0.79%     0.04%  iou-wrk-3165     [kernel.vmlinux]    [k] filemap_read
     0.78%     0.04%  iou-wrk-3155     [kernel.vmlinux]    [k] filemap_read
     0.77%     0.04%  iou-wrk-3167     [kernel.vmlinux]    [k] filemap_read
     0.77%     0.04%  iou-wrk-3150     [kernel.vmlinux]    [k] filemap_read
     0.77%     0.04%  iou-wrk-3153     [kernel.vmlinux]    [k] filemap_read
     0.76%     0.04%  iou-wrk-3174     [kernel.vmlinux]    [k] filemap_read
     0.76%     0.04%  iou-wrk-3154     [kernel.vmlinux]    [k] filemap_read
     0.76%     0.04%  iou-wrk-3169     [kernel.vmlinux]    [k] filemap_read
     0.75%     0.37%  fio              [kernel.vmlinux]    [k] reweight_entity
     0.73%     0.15%  fio              [kernel.vmlinux]    [k] put_prev_entity
     0.73%     0.09%  fio              [kernel.vmlinux]    [k] sched_clock_cpu
     0.72%     0.03%  fio              [kernel.vmlinux]    [k] io_file_get_normal
     0.70%     0.33%  fio              [kernel.vmlinux]    [k] psi_task_switch
     0.68%     0.67%  fio              [kernel.vmlinux]    [k] __fget_files
     0.65%     0.65%  fio              [kernel.vmlinux]    [k] __switch_to_asm
     0.64%     0.14%  fio              [kernel.vmlinux]    [k] set_next_entity
     0.62%     0.60%  fio              [kernel.vmlinux]    [k] native_sched_clock
     0.60%     0.02%  kswapd0          [kernel.vmlinux]    [k] __remove_mapping
     0.57%     0.52%  fio              [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.55%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] filemap_get_pages
     0.55%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] filemap_get_pages
     0.55%     0.52%  fio              [kernel.vmlinux]    [k] _find_next_bit
     0.54%     0.01%  iou-wrk-3144     [kernel.vmlinux]    [k] filemap_get_pages
     0.54%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] filemap_get_pages
     0.54%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] filemap_get_pages
     0.53%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] filemap_get_pages
     0.53%     0.52%  fio              [kernel.vmlinux]    [k] __update_load_avg_se
     0.53%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] filemap_get_pages
     0.53%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] filemap_get_pages
     0.53%     0.01%  iou-wrk-3146     [kernel.vmlinux]    [k] schedule_timeout
     0.53%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] filemap_get_pages
     0.53%     0.01%  iou-wrk-3144     [kernel.vmlinux]    [k] schedule_timeout
     0.53%     0.01%  iou-wrk-3151     [kernel.vmlinux]    [k] schedule_timeout
     0.53%     0.01%  iou-wrk-3141     [kernel.vmlinux]    [k] schedule_timeout
     0.53%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] schedule_timeout
     0.53%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] filemap_get_pages
     0.52%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] schedule_timeout
     0.52%     0.01%  kswapd0          [kernel.vmlinux]    [k] __delete_from_page_cache
     0.52%     0.01%  iou-wrk-3138     [kernel.vmlinux]    [k] schedule_timeout
     0.52%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] filemap_get_pages
     0.52%     0.01%  iou-wrk-3171     [kernel.vmlinux]    [k] schedule_timeout
     0.52%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] filemap_get_pages
     0.52%     0.01%  iou-wrk-3159     [kernel.vmlinux]    [k] schedule_timeout
     0.52%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] schedule_timeout
     0.52%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] filemap_get_pages
     0.52%     0.49%  fio              [kernel.vmlinux]    [k] __switch_to
     0.52%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] filemap_get_pages
     0.52%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] filemap_get_pages
     0.52%     0.01%  iou-wrk-3148     [kernel.vmlinux]    [k] schedule_timeout
     0.52%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3157     [kernel.vmlinux]    [k] schedule_timeout
     0.51%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.01%  iou-wrk-3172     [kernel.vmlinux]    [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3171     [kernel.vmlinux]    [k] filemap_get_pages
     0.51%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] schedule_timeout
     0.51%     0.01%  iou-wrk-3147     [kernel.vmlinux]    [k] schedule_timeout
     0.51%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] filemap_get_pages
     0.50%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] filemap_get_pages
     0.50%     0.01%  iou-wrk-3170     [kernel.vmlinux]    [k] schedule_timeout
     0.50%     0.01%  iou-wrk-3152     [kernel.vmlinux]    [k] schedule_timeout
     0.50%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] filemap_get_pages
     0.50%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] filemap_get_pages
     0.50%     0.03%  fio              [kernel.vmlinux]    [k] io_prep_async_link
     0.50%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] schedule_timeout
     0.50%     0.01%  iou-wrk-3164     [kernel.vmlinux]    [k] schedule_timeout
     0.49%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] filemap_get_pages
     0.49%     0.01%  iou-wrk-3149     [kernel.vmlinux]    [k] schedule_timeout
     0.49%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] filemap_get_pages
     0.49%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] filemap_get_pages
     0.49%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] filemap_get_pages
     0.49%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] filemap_get_pages
     0.49%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] filemap_get_pages
     0.49%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] schedule_timeout
     0.49%     0.01%  iou-wrk-3156     [kernel.vmlinux]    [k] schedule_timeout
     0.49%     0.01%  iou-wrk-3145     [kernel.vmlinux]    [k] schedule_timeout
     0.49%     0.01%  iou-wrk-3139     [kernel.vmlinux]    [k] schedule_timeout
     0.48%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] filemap_get_pages
     0.48%     0.46%  swapper          [kernel.vmlinux]    [k] poll_idle
     0.48%     0.01%  iou-wrk-3161     [kernel.vmlinux]    [k] schedule_timeout
     0.48%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] filemap_get_pages
     0.48%     0.03%  swapper          [kernel.vmlinux]    [k] _raw_spin_lock
     0.48%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] filemap_get_pages
     0.48%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] filemap_get_pages
     0.48%     0.01%  iou-wrk-3140     [kernel.vmlinux]    [k] schedule_timeout
     0.48%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] schedule_timeout
     0.47%     0.47%  fio              [kernel.vmlinux]    [k] io_prep_async_work
     0.47%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] filemap_get_pages
     0.47%     0.01%  iou-wrk-3150     [kernel.vmlinux]    [k] schedule_timeout
     0.47%     0.00%  swapper          [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.47%     0.01%  iou-wrk-3142     [kernel.vmlinux]    [k] schedule_timeout
     0.47%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] filemap_get_pages
     0.47%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] filemap_get_pages
     0.47%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] filemap_get_pages
     0.47%     0.01%  iou-wrk-3155     [kernel.vmlinux]    [k] schedule_timeout
     0.47%     0.01%  iou-wrk-3153     [kernel.vmlinux]    [k] schedule_timeout
     0.46%     0.01%  iou-wrk-3143     [kernel.vmlinux]    [k] schedule_timeout
     0.46%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] schedule_timeout
     0.46%     0.01%  iou-wrk-3166     [kernel.vmlinux]    [k] schedule_timeout
     0.46%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] schedule_timeout
     0.45%     0.01%  iou-wrk-3176     [kernel.vmlinux]    [k] schedule_timeout
     0.45%     0.26%  fio              [kernel.vmlinux]    [k] update_rq_clock
     0.45%     0.45%  swapper          [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.45%     0.44%  fio              [kernel.vmlinux]    [k] _raw_spin_lock_irqsave
     0.45%     0.01%  iou-wrk-3146     [kernel.vmlinux]    [k] schedule
     0.45%     0.44%  fio              [kernel.vmlinux]    [k] __io_file_supports_nowait
     0.45%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] schedule_timeout
     0.45%     0.40%  fio              [kernel.vmlinux]    [k] iterate_groups.isra.0
     0.44%     0.01%  iou-wrk-3167     [kernel.vmlinux]    [k] schedule_timeout
     0.44%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] schedule
     0.44%     0.01%  iou-wrk-3141     [kernel.vmlinux]    [k] schedule
     0.44%     0.07%  fio              [kernel.vmlinux]    [k] cpumask_next
     0.44%     0.01%  iou-wrk-3151     [kernel.vmlinux]    [k] schedule
     0.44%     0.01%  iou-wrk-3144     [kernel.vmlinux]    [k] schedule
     0.44%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] schedule
     0.44%     0.01%  iou-wrk-3171     [kernel.vmlinux]    [k] schedule
     0.44%     0.01%  iou-wrk-3159     [kernel.vmlinux]    [k] schedule
     0.44%     0.01%  iou-wrk-3138     [kernel.vmlinux]    [k] schedule
     0.43%     0.01%  iou-wrk-3148     [kernel.vmlinux]    [k] schedule
     0.43%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] schedule
     0.43%     0.01%  iou-wrk-3154     [kernel.vmlinux]    [k] schedule_timeout
     0.43%     0.01%  iou-wrk-3168     [kernel.vmlinux]    [k] schedule
     0.43%     0.01%  iou-wrk-3157     [kernel.vmlinux]    [k] schedule
     0.43%     0.01%  iou-wrk-3172     [kernel.vmlinux]    [k] schedule
     0.43%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] schedule
     0.42%     0.05%  iou-wrk-3146     [kernel.vmlinux]    [k] __schedule
     0.42%     0.01%  iou-wrk-3147     [kernel.vmlinux]    [k] schedule
     0.42%     0.01%  iou-wrk-3170     [kernel.vmlinux]    [k] schedule
     0.42%     0.04%  iou-wrk-3144     [kernel.vmlinux]    [k] __schedule
     0.42%     0.04%  iou-wrk-3151     [kernel.vmlinux]    [k] __schedule
     0.42%     0.01%  iou-wrk-3152     [kernel.vmlinux]    [k] schedule
     0.42%     0.04%  iou-wrk-3141     [kernel.vmlinux]    [k] __schedule
     0.42%     0.04%  iou-wrk-3162     [kernel.vmlinux]    [k] __schedule
     0.42%     0.04%  iou-wrk-3175     [kernel.vmlinux]    [k] __schedule
     0.42%     0.01%  iou-wrk-3164     [kernel.vmlinux]    [k] schedule
     0.42%     0.01%  iou-wrk-3160     [kernel.vmlinux]    [k] schedule
     0.41%     0.01%  iou-wrk-3149     [kernel.vmlinux]    [k] schedule
     0.41%     0.04%  iou-wrk-3171     [kernel.vmlinux]    [k] __schedule
     0.41%     0.04%  iou-wrk-3148     [kernel.vmlinux]    [k] __schedule
     0.41%     0.04%  iou-wrk-3159     [kernel.vmlinux]    [k] __schedule
     0.41%     0.04%  iou-wrk-3173     [kernel.vmlinux]    [k] __schedule
     0.41%     0.04%  iou-wrk-3138     [kernel.vmlinux]    [k] __schedule
     0.41%     0.01%  iou-wrk-3145     [kernel.vmlinux]    [k] schedule
     0.41%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] schedule
     0.41%     0.01%  iou-wrk-3156     [kernel.vmlinux]    [k] schedule
     0.41%     0.01%  iou-wrk-3139     [kernel.vmlinux]    [k] schedule
     0.41%     0.04%  iou-wrk-3157     [kernel.vmlinux]    [k] __schedule
     0.41%     0.04%  iou-wrk-3168     [kernel.vmlinux]    [k] __schedule
     0.40%     0.04%  iou-wrk-3163     [kernel.vmlinux]    [k] __schedule
     0.40%     0.04%  iou-wrk-3172     [kernel.vmlinux]    [k] __schedule
     0.40%     0.01%  iou-wrk-3161     [kernel.vmlinux]    [k] schedule
     0.40%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] schedule
     0.40%     0.01%  iou-wrk-3140     [kernel.vmlinux]    [k] schedule
     0.40%     0.04%  iou-wrk-3147     [kernel.vmlinux]    [k] __schedule
     0.40%     0.01%  iou-wrk-3150     [kernel.vmlinux]    [k] schedule
     0.40%     0.04%  iou-wrk-3170     [kernel.vmlinux]    [k] __schedule
     0.40%     0.01%  iou-wrk-3142     [kernel.vmlinux]    [k] schedule
     0.39%     0.04%  iou-wrk-3152     [kernel.vmlinux]    [k] __schedule
     0.39%     0.01%  iou-wrk-3155     [kernel.vmlinux]    [k] schedule
     0.39%     0.04%  iou-wrk-3164     [kernel.vmlinux]    [k] __schedule
     0.39%     0.01%  iou-wrk-3153     [kernel.vmlinux]    [k] schedule
     0.39%     0.04%  iou-wrk-3160     [kernel.vmlinux]    [k] __schedule
     0.39%     0.04%  iou-wrk-3149     [kernel.vmlinux]    [k] __schedule
     0.39%     0.04%  iou-wrk-3177     [kernel.vmlinux]    [k] __schedule
     0.39%     0.04%  iou-wrk-3145     [kernel.vmlinux]    [k] __schedule
     0.39%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] schedule
     0.39%     0.01%  iou-wrk-3143     [kernel.vmlinux]    [k] schedule
     0.39%     0.01%  iou-wrk-3166     [kernel.vmlinux]    [k] schedule
     0.39%     0.04%  iou-wrk-3156     [kernel.vmlinux]    [k] __schedule
     0.38%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] schedule
     0.38%     0.01%  kswapd0          [kernel.vmlinux]    [k] xas_store
     0.38%     0.04%  iou-wrk-3139     [kernel.vmlinux]    [k] __schedule
     0.38%     0.04%  iou-wrk-3161     [kernel.vmlinux]    [k] __schedule
     0.38%     0.03%  iou-wrk-3140     [kernel.vmlinux]    [k] __schedule
     0.38%     0.04%  iou-wrk-3158     [kernel.vmlinux]    [k] __schedule
     0.38%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] schedule
     0.38%     0.01%  iou-wrk-3176     [kernel.vmlinux]    [k] schedule
     0.38%     0.04%  iou-wrk-3150     [kernel.vmlinux]    [k] __schedule
     0.37%     0.37%  swapper          [kernel.vmlinux]    [k] intel_idle
     0.37%     0.04%  iou-wrk-3142     [kernel.vmlinux]    [k] __schedule
     0.37%     0.04%  iou-wrk-3155     [kernel.vmlinux]    [k] __schedule
     0.37%     0.04%  iou-wrk-3153     [kernel.vmlinux]    [k] __schedule
     0.37%     0.01%  iou-wrk-3167     [kernel.vmlinux]    [k] schedule
     0.37%     0.04%  iou-wrk-3165     [kernel.vmlinux]    [k] __schedule
     0.36%     0.36%  kswapd0          [kernel.vmlinux]    [k] xas_create
     0.36%     0.04%  iou-wrk-3174     [kernel.vmlinux]    [k] __schedule
     0.36%     0.04%  iou-wrk-3166     [kernel.vmlinux]    [k] __schedule
     0.36%     0.01%  iou-wrk-3154     [kernel.vmlinux]    [k] schedule
     0.36%     0.04%  iou-wrk-3143     [kernel.vmlinux]    [k] __schedule
     0.36%     0.35%  fio              [kernel.vmlinux]    [k] io_prep_rw
     0.36%     0.03%  iou-wrk-3176     [kernel.vmlinux]    [k] __schedule
     0.36%     0.04%  iou-wrk-3169     [kernel.vmlinux]    [k] __schedule
     0.35%     0.04%  iou-wrk-3167     [kernel.vmlinux]    [k] __schedule
     0.35%     0.34%  fio              [kernel.vmlinux]    [k] update_cfs_group
     0.34%     0.04%  iou-wrk-3154     [kernel.vmlinux]    [k] __schedule
     0.34%     0.18%  fio              [kernel.vmlinux]    [k] cpumask_next_wrap
     0.33%     0.31%  fio              [kernel.vmlinux]    [k] __list_del_entry_valid
     0.33%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.31%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.30%     0.29%  fio              [kernel.vmlinux]    [k] io_worker_release
     0.30%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.29%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3140     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.28%  fio              [kernel.vmlinux]    [k] __calc_delta
     0.28%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] copy_page_to_iter
     0.28%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.28%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.00%  iou-wrk-3151     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.26%  fio              [kernel.vmlinux]    [k] resched_curr
     0.27%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.19%  fio              [kernel.vmlinux]    [k] pick_next_entity
     0.27%     0.01%  iou-wrk-3151     [kernel.vmlinux]    [k] copy_page_to_iter
     0.27%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.01%  iou-wrk-3138     [kernel.vmlinux]    [k] copy_page_to_iter
     0.27%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.27%     0.01%  iou-wrk-3171     [kernel.vmlinux]    [k] copy_page_to_iter
     0.27%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.26%     0.01%  iou-wrk-3144     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.01%  fio              [kernel.vmlinux]    [k] syscall_exit_to_user_mode
     0.26%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.26%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] copyout
     0.26%     0.01%  iou-wrk-3146     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.26%  iou-wrk-3175     [kernel.vmlinux]    [k] copy_user_enhanced_fast_string
     0.26%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.26%     0.01%  iou-wrk-3147     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.26%     0.00%  iou-wrk-3157     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.26%     0.01%  iou-wrk-3141     [kernel.vmlinux]    [k] copy_page_to_iter
     0.26%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.26%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] page_cache_ra_unbounded
