# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 65408539148108
#
# Children      Self  Command          Shared Object         Symbol                                     
# ........  ........  ...............  ....................  ...........................................
#
     0.00%     0.00%  migration/69     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  migration/21     [kernel.vmlinux]      [k] idle_cpu
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] __vma_link_rb
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] __do_sys_clone
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] copy_process
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] dup_mm
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] kernel_clone
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] io_schedule
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] copy_user_enhanced_fast_string
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] copy_page_from_iter_atomic
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] copyin
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __fdget_pos
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] release_pages
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] __pagevec_release
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] tsc_verify_tsc_adjust
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] arch_cpu_idle_enter
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] __do_sys_newstat
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] __lookup_slow
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] __wait_on_bit
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] bit_wait_io
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] ext4_lookup
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] filename_lookup
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] out_of_line_wait_on_bit
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] path_lookupat.isra.0
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] user_path_at_empty
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] vfs_statx
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] walk_component
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]      [k] raw_spin_rq_unlock
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/77:1-mm  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  migration/75     [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  migration/75     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rcu_dynticks_inc
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] hrtimer_force_reprogram
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] tick_nohz_tick_stopped
     0.00%     0.00%  kworker/17:1-ev  [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  migration/67     [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  migration/67     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  lvmetad          [kernel.vmlinux]      [k] native_sched_clock
     0.00%     0.00%  lvmetad          [kernel.vmlinux]      [k] sched_clock_cpu
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] ext4_map_blocks
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] up_read
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/65     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] asm_exc_page_fault
     0.00%     0.00%  migration/77     [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  migration/77     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] add_timer
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] get_nohz_timer_target
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] queue_delayed_work_on
     0.00%     0.00%  run-parts        [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  run-parts        [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rb_erase
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] nohz_csd_func
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] can_migrate_task
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]      [k] __cgroup_account_cputime
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]      [k] dequeue_entity
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]      [k] dequeue_task_fair
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]      [k] update_curr
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  migration/47     [kernel.vmlinux]      [k] can_migrate_task
     0.00%     0.00%  kworker/23:1-mm  [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  kworker/23:1-mm  [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/61     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  migration/15     [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  migration/15     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  migration/73     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/73     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/73     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  top              [kernel.vmlinux]      [k] __d_lookup
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] sugov_get_util
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rcu_read_unlock_strict
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/63     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]      [k] update_irq_load_avg
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] raw_spin_rq_unlock
     0.00%     0.00%  migration/31     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/31     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] __do_sys_wait4
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] do_wait
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] kernel_wait4
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/55     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  top              [kernel.vmlinux]      [k] mod_objcg_state
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] jbd2_journal_commit_transaction
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] update_load_avg
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] io_schedule
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] remove_wait_queue
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/41     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/47:1-ev  [kernel.vmlinux]      [k] idle_cpu
     0.00%     0.00%  migration/1      [kernel.vmlinux]      [k] __bitmap_and
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] __wait_on_bit
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] bit_wait_io
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] out_of_line_wait_on_bit
     0.00%     0.00%  gmain            [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  gmain            [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  gmain            [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/47:1-ev  [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/47:1-ev  [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/47:1-ev  [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/77:1H-k  [kernel.vmlinux]      [k] kthread_is_per_cpu
     0.00%     0.00%  kworker/77:1H-k  [kernel.vmlinux]      [k] can_migrate_task
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] __bitmap_subset
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] _raw_spin_lock_irq
     0.00%     0.00%  gmain            [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  gmain            [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  gmain            [kernel.vmlinux]      [k] idle_cpu
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/27:2-ev  [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  migration/27     [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  migration/27     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] enqueue_entity
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] node_dirty_ok
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __alloc_pages
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] get_page_from_freelist
     0.00%     0.00%  logger           [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  logger           [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] perf_pmu_disable.part.0
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] iov_iter_init
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] perf_swevent_start
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] drain_obj_stock
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] kmem_cache_free
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] refill_obj_stock
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] release_task
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] wait_consider_task
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] calc_load_nohz_stop
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rcu_eqs_enter.constprop.0
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/69:0-mm  [kernel.vmlinux]      [k] worker_thread
